favourites_count,friendList,friendsCount,hashtags,imageurl,lang,retweetCount,retweeted,tweetCreatedAt,tweetId,tweetText,userCreatedAt,userDescription,userFollowersCount,userID,userLocation,userName
4827,None,2006,['Juul'],http://pbs.twimg.com/profile_images/915391833026580480/FmJupHab_normal.jpg,en,18,False,2018-10-02 20:14:31,1047218291884929025,"BREAKING: In a surprise raid, the @US_FDA seized hundreds of documents at the #Juul HQ to investigate the company's marketing tactics. On today's episode of my show, @drsanjaygupta and I discuss this epidemic and what you need to know to protect your kids. https://t.co/dg3Y8clgRg",2013-03-01 19:23:11,"CONDOLENCES TO ALL FAMILIES FROM HURRICANES, EARTHQUAKES,LAS VEGAS.. #SaveTheCHILDREN #WhereAreTheChildren",559,1231054105,"San Antonio, Tx ",Laly De. #SAVEOURCHILDREN
1352,None,261,['Juul'],http://pbs.twimg.com/profile_images/1120060438/41438_1348023929_9096_q_normal.jpg,en,18,False,2018-10-02 18:28:53,1047191708302266368,"BREAKING: In a surprise raid, the @US_FDA seized hundreds of documents at the #Juul HQ to investigate the company's marketing tactics. On today's episode of my show, @drsanjaygupta and I discuss this epidemic and what you need to know to protect your kids. https://t.co/dg3Y8clgRg",2008-04-29 15:39:06,,131,14586231,Ohio,Deanna878
178,None,420,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/704185183256219648/xFi1syUY_normal.jpg,en,0,False,2018-10-02 17:27:04,1047176150387056640,#FDA seizes thousands of documents from e-cig startup #Juul https://t.co/psK7wDlclq https://t.co/uzfELvPRdL,2009-11-16 12:27:25,internet marketer | computer engineer | techie | 24hrs support | foodie,119,90382569,Chandigarh,Shubham BAJAJ
73529,None,1083,['Juul'],http://pbs.twimg.com/profile_images/3175413584/f3e3cf19230daf07efca098c4e16a8d4_normal.jpeg,en,1,False,2018-10-02 21:58:36,1047244483614728194,BAD NEWS For Juul FDA seizes thousands of documents from e-cig startup #Juul. https://t.co/RgZbA0V4Cf  via @GoogleNews,2012-08-03 15:00:21,"CEO/Founder, @DollyLenzRE | The Australian Luxury Columnist | CNBC Alum | HOST: Million Dollar Homes | dlenz@dollylenz.com | Official Twitter Profile Dolly Lenz",7566,735021824,"New York, NY",I. Dolly Lenz
2,None,42,"['pediatrician', 'Juul']",http://pbs.twimg.com/profile_images/1046215027152302080/IwCpjbtt_normal.jpg,en,1,False,2018-10-03 04:20:57,1047340704165482499,@AroundtheHorn @espn Very disappointed as a #pediatrician to hear advertisements for #Juul when listening to the ATH podcast. Theres an epidemic of teens using these products and they were recently cited by the FDA to stop making flavours targeting children.,2018-09-30 01:32:20,PGY2 Pediatric Resident. Canadian/Californian/ now a New Yorker. Hoops/Medicine/Politics,6,1046211106614775809,,Ravizzle
96,None,6,['Juul'],http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,26,False,2018-10-01 16:58:40,1046806614441783296,"Because companies like #Juul have marketed e-cigs to kids, millions of teens have become addicted to nicotine. 🙀  This is only one of the reasons that we need strong legislation (+enforcement!) that protects kids from marketing.  https://t.co/psnkt7yc2A",2017-08-18 21:27:33,,3,898657644730130432,,Claudia Erickson
2244,None,1317,"['Juul', 'SanFrancisco']",http://pbs.twimg.com/profile_images/2925542953/edb16af6a039c0b287d1e2174f9eaa3b_normal.jpeg,en,4,False,2018-10-02 16:48:35,1047166464359202816,"The Food and Drug Administration has staged a surprise inspection and seized ""over a thousand documents"" at the San Francisco headquarters of the nation's leading e-cigarette manufacturer. #Juul #SanFrancisco   https://t.co/TY7t4q9XE0 https://t.co/GzCUvegczc",2011-01-09 07:43:14,Space Viking. Former book slinger.  Pet wrangler. Nightly plans to take over the world.,308,235869355,City By the Bay,Edward Vallecillo
1375,None,3696,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/582447479242694656/Z4f-mXKL_normal.jpg,en,0,False,2018-10-02 23:57:05,1047274300019945472,#FDA seizes thousands of documents from e-cig startup #Juul https://t.co/EZ5BsvGMh8 https://t.co/EBodnoHK58,2009-07-11 11:44:37,"Director of SEO & Web Analytics - SEO & SEM geek, covering SMM, CRO and all digital marketing aspects of competitive markets. #Cryptocurrency enthusiast.",3792,55814586,RO,Eugen Platon
1,None,16,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/816274117850591232/y2rzhriR_normal.jpg,en,0,False,2018-10-02 17:27:06,1047176159421554693,#FDA seizes thousands of documents from e-cig startup #Juul https://t.co/PCM8WExVfN https://t.co/bipU5DhffD,2017-01-03 10:56:59,"Reviews of various PC and Mobile Software, technology news updates.",81,816236910423085056,India,TechWonderz
493,None,893,"['FDA', 'Juul', 'ecigs']",http://pbs.twimg.com/profile_images/1042090176162549761/VK30KF13_normal.jpg,en,1,False,2018-10-03 00:54:39,1047288788572147713,#FDA seizes documents from #Juul in latest e-cigarette crackdown | Reuters https://t.co/95C6jzZ0Eg #ecigs,2014-07-31 08:28:14,"Companies Analyst @TheEIU. Previously with @Reuters covering the consumer and retail beat, North America. Tweets are personal.",641,2695130088,"Gurgaon, India",Gayathree Ganesan
10824,None,1558,"['Juul', 'vapesale', 'vapingsale', 'eliquidsale', 'ejuicesale', 'vapedeals', 'juuling', 'vaping', 'vape', 'vapes', 'vapor', 'ecig', 'eliquid', 'ejuice', 'vapenation', 'vapeon', 'vapedaily', 'vapinghooligans', 'vgod', 'cloudchase', 'itsnotsmoke']",http://pbs.twimg.com/profile_images/605802093874577408/lJQ_6mo-_normal.png,en,1,False,2018-10-01 17:25:31,1046813370832363520,"Joe Rogan on #Juul Lawsuit: “You Fucking Babies, Just Stop” https://t.co/1TWFj76qHF #vapesale #vapingsale #eliquidsale #ejuicesale #vapedeals #juuling #vaping #vape #vapes #vapor #ecig #eliquid #ejuice #vapenation #vapeon #vapedaily #vapinghooligans #vgod #cloudchase #itsnotsmoke https://t.co/Jw3Y7sogv3",2013-04-11 17:52:31,"We are a vaping and e-liquid supplier, offering premium grade products to customers worldwide.",6375,1344930224,"Green Cove Springs, FL",Rasta Vapors
10,None,1537,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/1560490012/royalenfield_mechismo500_3_normal.jpg,en,0,False,2018-10-02 18:53:04,1047197791640989696,"#FDA Raids Vape Maker #Juul, Seizes 'Thousands' of Documents https://t.co/pFacJuhD9p",2010-06-16 18:29:59,,756,156354387,India,SK
26973,None,983,"['Juul', 'freedom']",http://pbs.twimg.com/profile_images/378800000817310709/758f2178810b0bc8dd0f83bf17d5735b_normal.jpeg,en,1,False,2018-10-02 17:17:36,1047173769326804992,#Juul says thank you for this promotion.  #freedom https://t.co/rzmqIV8WU7,2012-07-30 02:21:06,"Business, Cigars, Heavy Metal, YJM, Pug dogs, Alberta Condo Owners Advocate. I educate owners on their rights and responsibilities.",939,725081821,Edmonton,Shelly Metal Canuck
42,None,1183,"['FDA', 'seizes', 'documents', 'Juul', 'latest', 'crackdown', 'soynadie']",http://pbs.twimg.com/profile_images/962779416987361281/0mHOZuVZ_normal.jpg,en,0,False,2018-10-02 19:59:12,1047214434572259330,AS: #FDA #seizes #documents from #Juul in #latest e-cigarette #crackdown: Agencia… https://t.co/GyyODvsg7i #soynadie,2014-04-02 14:01:05,Trabajando en https://t.co/fbfkDPP2JV,1576,2423864257,"Europa, Africa, Paises Arabes",Soynadie Net
457,None,107,"['BigTobacco', 'JUUL']",http://pbs.twimg.com/profile_images/1007307892628701184/IUkKaBKd_normal.jpg,en,4,False,2018-10-02 14:08:50,1047126263259910152,"🚬 @JUULvapor seems to be taking a page out of #BigTobacco's playbook to hook young users, they're using sweet flavors to attract an audience that probably wouldn't smoke cigarettes or use nicotine.  We don't know what the long term effects of #JUUL will be, so please be wary! https://t.co/e4aADPBxl3",2013-02-02 00:30:24,"Attorney at Morgan & Morgan, P.A. (@ForThePeople)",1910,1141074588,"Orlando, FL",Mike Morgan
6957,None,484,"['Juul', 'FakeNewsMedia']",http://pbs.twimg.com/profile_images/590682676492918785/M_FTZ7Bu_normal.png,en,0,False,2018-10-03 02:00:48,1047305435173343233,"@AndrewCouts is must be desperate for followers/readers. He mislead people with his headline the FDA Barged in on @JUULvapor headquarters. Fact: FDA did a surprise inspection,  just like they do on any food manufacturer or restaurant. Prayers 4 little Andy #Juul #FakeNewsMedia",2011-10-24 16:31:55,"Your Go-to Site for Fun, Adventure, Events, Festivals, Recreation and more in Alabama. Download the Alabama Funtime app on Google Play and iTunes App Store.",1843,397386974,Alabama,ItHappensinAlabama
153918,None,1286,"['BigTobacco', 'FDA', 'Juul']",http://pbs.twimg.com/profile_images/885236241339252736/EZVojrce_normal.jpg,en,2,False,2018-10-02 17:10:04,1047171872423661571,Shares in #BigTobacco move to new highs as #FDA burns #Juul at the stake over its own kindling. Will the yogurt CEO stop collaborating with the enemy or press forward towards the destruction of the entire industry? https://t.co/eSF8FMGPBR,2014-11-25 20:35:47,#Vaping ends #smoking harms. Advocate #HarmReduction. Save #ABillionLives. Deflate nannycrat pseudoscience masquerading as ''#publichealth'' #AbolishTC,4173,2910321650,Unpaid Vaper and Advocate,DrMA
20491,None,1154,"['vaping', 'Juul']",http://pbs.twimg.com/profile_images/1882792342/HELP_normal.jpg,en,10,False,2018-10-03 03:13:32,1047323737932980224,"A @RANDCorporation study of 2,039 Californians aged 16-20 offered new evidence for concern about teenage #vaping. Says as teenagers who used e-cigarettes grew older, many began smoking traditional cigarettes. Part of #Juul raid story from @JanHoffmanNYT https://t.co/GFfrLkEOke",2009-11-27 04:13:59,,489,92899998,seoul,Hyeokho Kwon
95,None,805,"['juul', 'wi']",http://pbs.twimg.com/profile_images/1856029671/tw_13975037_1330289207_normal.jpg,en,0,False,2018-10-02 17:53:05,1047182695837720576,The latest The SteveVape Daily! https://t.co/3N4XlnckJw Thanks to @justagirl1971 @wonton @whipitup69 #juul #wi,2011-05-31 21:18:12,"Vaper (e-cigarette lover) and all around neat guy. Chief Vaper at Steve K's Vaping World, The Electronic Cigarette Information Supersite",10510,308703664,Knoxville TN,Steve K
1138,None,53,"['Vape', 'Pods', 'CBD', 'hemp', 'juul', 'smoke', 'vapelife', 'Natural', 'Health']",http://pbs.twimg.com/profile_images/946888783974293504/HtMD_OOo_normal.jpg,en,3,False,2018-10-02 20:56:57,1047228967898533889,"Have you tried the new and improved Zilla CBD #Vape #Pods? These #CBD #hemp Pre-Filled pods are compatible with the #juul and come in three delicious flavors, Natural Hemp, Berry Wild Gelato, and Strawberry Creme Gelato! https://t.co/ymKhCUINVt  #smoke #vapelife #Natural #Health https://t.co/fcCZmdK6Dy",2017-11-12 13:59:03,"Fun sexy bi submissive female, trying to become a future webcam model! Hoping to find my mistress to play with on camera soon! https://t.co/YJpP8Eq1Mc",120,929710132119957504,"Asheville, NC",BabyGrlMarie
805,None,113,"['Vape', 'Pods', 'CBD', 'hemp', 'juul', 'smoke', 'vapelife', 'Natural', 'Health']",http://pbs.twimg.com/profile_images/1047211341889642496/_vyFKyIX_normal.jpg,en,3,False,2018-10-02 21:31:03,1047237552497774594,"Have you tried the new and improved Zilla CBD #Vape #Pods? These #CBD #hemp Pre-Filled pods are compatible with the #juul and come in three delicious flavors, Natural Hemp, Berry Wild Gelato, and Strawberry Creme Gelato! https://t.co/ymKhCUINVt  #smoke #vapelife #Natural #Health https://t.co/fcCZmdK6Dy",2018-04-23 15:51:59,Owner https://t.co/XW6SgJQHSm | Blunt Media Founder | Service Dog HQ Owner | Youtuber Sponsor | One of the most hated people on the internet | New Account,84,988445387047493633,Your FapFolder,Kimber Kush ~ Boss Lady
87,None,99,['Juul'],http://pbs.twimg.com/profile_images/759035914668552196/7WaXf7pD_normal.jpg,en,0,False,2018-10-02 18:50:04,1047197038964871168,Documents sought by FDA about #Juul's marketing practices to youth.  https://t.co/7EMVCwA7PA,2015-05-12 19:30:23,The National Drug Early Warning System (NDEWS) is funded by the National Institute on Drug Abuse (NIDA) to monitor emerging drug use trends.,1163,3248655245,,NDEWS
104,None,1999,['Juul'],http://pbs.twimg.com/profile_images/783436767500218368/IZDAOASp_normal.jpg,en,2,False,2018-10-02 20:16:39,1047218826838986753,JUST IN: FDA seizes thousands of documents from e-cigarette maker #Juul https://t.co/mst2kQCGPT,2009-04-29 19:07:13,KION-TV Monterey/Salinas/Santa Cruz  -Your local news source on the Central Coast,42383,36445431,"Salinas, CA",KION News 5 46
1918,None,2140,"['JuuYaLove', 'fireworks', 'JuuYaLove', 'ju', 'juul', 'juulmemes', 'music']",http://pbs.twimg.com/profile_images/1026758803440771072/YQ38RlUq_normal.jpg,en,0,False,2018-10-02 07:07:14,1047020163646795776,"Being on stage is the moment I always enjoy the most, Naifanya #JuuYaLove . #fireworks 💥💥💥💥💥💥💥💥💥 CHECK LINK ON THE BIO #JuuYaLove  https://t.co/2R2uikfbmD #ju #juul #juulmemes #music… https://t.co/wkpFVXh3bY",2011-01-21 13:08:14,"Nairobi, Kenya / song writer // Recording n Performing Artists. #TheBackgroundEP",2171,241096635,"Nairobi,Kenya",Nelmo Newsong KE
152,None,53,"['vaping', 'Juul']",http://pbs.twimg.com/profile_images/972321535003320320/_pJIWDo__normal.jpg,en,10,False,2018-10-03 03:10:22,1047322942986575872,"A @RANDCorporation study of 2,039 Californians aged 16-20 offered new evidence for concern about teenage #vaping. Says as teenagers who used e-cigarettes grew older, many began smoking traditional cigarettes. Part of #Juul raid story from @JanHoffmanNYT https://t.co/GFfrLkEOke",2018-01-19 15:13:48,Hi! I'm a conservative but that will not restrain us to talk. Studying International Politics.,85,954371320170479616,대한민국,에이브
2,None,0,"['FoodandDrugAdministration', 'Electroniccigarette', 'Juul']",http://pbs.twimg.com/profile_images/631999952630059008/z2wOjMsV_normal.png,en,0,False,2018-10-02 22:20:35,1047250015029059584,FDA seizes thousands of documents from e- https://t.co/bzTdjRCoqS via @W3LiveNews #FoodandDrugAdministration #Electroniccigarette #Juul,2015-08-14 01:23:12,"World's most popular #trends site. Bringing you the latest #trending including latest news, videos and search trends from all around the world.",350,3421383863,"Melbourne, Victoria",@W3LiveNews
45157,None,997,['Juul'],http://pbs.twimg.com/profile_images/915051838319288320/SC8z_HUR_normal.jpg,en,1,False,2018-10-02 18:53:06,1047197801166360577,The FDA raided #Juul for marketing to kids and this is one of the ads. Tough call hmm https://t.co/5arNl9WPc4,2011-09-22 21:42:25,comedian || producer-editor @betchesluvthis ex-personality/editor @TheFlama eons ago Mystery Diner @FoodNetwork stand-up tape: https://t.co/T47D9nxdXK - he/him,2743,378239940,"New York, NY",danny vega 🆕
53,None,119,"['SwitchToJUUL', 'JUUL']",http://pbs.twimg.com/profile_images/344513261573254590/956edf9e284435e9e2c4043369a8c5ec_normal.jpeg,en,0,False,2018-10-01 19:01:49,1046837607890649089,Hey smokers - this fall is a great time to make the Switch to @JUULvapor. Starter Kits are now $20 off for a limited time.  #SwitchToJUUL #JUUL https://t.co/oQratdgGnn,2012-08-27 21:24:11,Pump & Pantry convenience stores are located across Nebraska. We're committed to serving customers 365 days a year with fast and friendly service!,419,785515207,Nebraska,Pump & Pantry
60,None,61,"['juul', 'juulskin', 'juulnation', 'juulpods']",http://pbs.twimg.com/profile_images/1038479591013199873/o1Pswhrr_normal.jpg,en,1,False,2018-10-03 02:42:52,1047316024025120768,The New Styles Are Out Of This World! $6.99 for a 2 pack and FREE SHIPPING! Link to etsy store in bio👆🏻🌐🌍 get 25% off if you order 2 things😁 . #juul #juulskin #juulnation #juulpods… https://t.co/OKH92GqChx,2018-09-08 17:17:32,THESE STYLISH SKINS WILL BLOW YOUR FRIENDS AWAY: Add your personal touch to every toke of your JUUL,4,1038476441879363584,,RAD Skins
43,None,335,['Juul'],http://pbs.twimg.com/profile_images/897460172670545920/MhiRsy5e_normal.jpg,en,0,False,2018-10-02 19:45:20,1047210944684810240,#Juul (e-cigarette maker) Raided by US FDA  https://t.co/jsEaJrjjnC,2014-02-15 13:03:48,"THE FINANCIAL JOURNAL GLOBAL   Founded in 1967. Financial (BREAKING) News  24 hrs on 24 hrs Active!   Advisory about Currencies, Indices, Stocks!",24430,2344899993,"Antwerpen, België",Financial Journal
160,None,1138,"['tobacco', 'GenZ', 'juuling', 'mrx', 'newmr', 'research', 'insights', 'juul', 'vaping', 'vape', 'smoking', 'addiction']",http://pbs.twimg.com/profile_images/695610401891848192/ehFXj-jG_normal.jpg,en,0,False,2018-10-01 21:45:12,1046878725613260807,The next big #tobacco epidemic is here. And it's hitting #GenZ hard. Check out our latest blogpost on #juuling.  https://t.co/CGsQAn9iDb @truthinitiative @goFAAR @747Insights #mrx #newmr #research #insights #juul #vaping #vape #smoking #addiction https://t.co/LZmax9OrrF,2015-10-15 16:34:46,"Collaborata, the Market Research Marketplace. We get #research funded, by allowing #brands to share project ideas and costs. #MRX #marketresearch #MR",1119,3904481016,"Chicago, IL",Collaborata
65070,None,3616,"['BigTobacco', 'FDA', 'Juul']",http://pbs.twimg.com/profile_images/671807860691623936/SQT7AihC_normal.png,en,2,False,2018-10-02 21:41:33,1047240192137093120,Shares in #BigTobacco move to new highs as #FDA burns #Juul at the stake over its own kindling. Will the yogurt CEO stop collaborating with the enemy or press forward towards the destruction of the entire industry? https://t.co/eSF8FMGPBR,2011-08-15 12:38:24,,1100,355483159,tourville sur sienne,durand benoit
8844,None,100,"['Vape', 'Pods', 'CBD', 'hemp', 'juul', 'smoke', 'vapelife', 'Natural', 'Health']",http://pbs.twimg.com/profile_images/1018591819385356288/IzFq0gyy_normal.jpg,en,3,False,2018-10-02 20:51:11,1047227516287635456,"Have you tried the new and improved Zilla CBD #Vape #Pods? These #CBD #hemp Pre-Filled pods are compatible with the #juul and come in three delicious flavors, Natural Hemp, Berry Wild Gelato, and Strawberry Creme Gelato! https://t.co/ymKhCUINVt  #smoke #vapelife #Natural #Health https://t.co/fcCZmdK6Dy",2017-10-27 01:11:29,"Just a Texas girl living in a North Carolina world, dealing with #PCOS #Anxiety and #Infertility while hoping to raise the money for #IVF",303,923718761718386693,"Asheville, NC",Southern Spoonie
626,None,448,"['Juul', 'vape', 'ecig']",http://pbs.twimg.com/profile_images/818470975188692992/34WfftHW_normal.jpg,en,1,False,2018-10-02 12:55:08,1047107718153211904,"A new wave of lower-priced #Juul knock-offs is showing up at convenience stores, #vape shops and online - despite a U.S. Food and Drug Administration rule banning the sale of new #ecig products after August 2016 without regulatory approval. https://t.co/3huXIMNWny",2014-09-18 13:12:23,"Center for Research on Media, Technology, and Health at the University of Pittsburgh within @PittGIM.",439,2816990400,"Pittsburgh, PA","Pitt Media, Tech & Health"
4835,None,3411,"['juul', 'ecigarette', 'cigaratte']",http://pbs.twimg.com/profile_images/1037877009551110144/qiuRhJLQ_normal.jpg,en,0,False,2018-10-02 18:58:48,1047199234913710081,"The Food and Drug Administration seized ""thousands of pages of documents” from e-cigarette maker Juul’s San Francisco headquarters during a surprise inspection last week. https://t.co/Nu5wemyPc3 #juul #ecigarette #cigaratte",2009-06-15 09:58:06,Recruiter/Social Media Evangelist/Consultant/Blogger/Amateur Photographer/Farmer in no particular order,1979,47302211,"Toronto, Ontario",SKumarS
153918,None,1286,"['FDA', 'juul', 'ecigs']",http://pbs.twimg.com/profile_images/885236241339252736/EZVojrce_normal.jpg,en,1,False,2018-10-03 00:43:40,1047286025226076161,"@PositiveEnerG ""Seizes"" as in the yogurt guy running @JUULvapor loaded up #FDA trucks with all of their paper recylcing? It may be too late for #juul to stop collaborating with the enemy, but it's a valuable lesson for the rest of the #ecigs industry",2014-11-25 20:35:47,#Vaping ends #smoking harms. Advocate #HarmReduction. Save #ABillionLives. Deflate nannycrat pseudoscience masquerading as ''#publichealth'' #AbolishTC,4173,2910321650,Unpaid Vaper and Advocate,DrMA
1,None,412,"['novo', 'juul', 'vapor', 'shisha', 'hookah', 'backwoods', 'kratom', 'tobaccopipe', 'cigarette', 'cigar', 'hypnoticsmokeshop', 'hypnoticheadshop']",http://pbs.twimg.com/profile_images/974878238097969153/3k4vCB3L_normal.jpg,en,0,False,2018-10-02 16:37:50,1047163760543240192,smok #novo kit all colors available @hypnoticsmokes1 #juul #vapor #shisha #hookah #backwoods #kratom #tobaccopipe #cigarette #cigar #hypnoticsmokeshop #hypnoticheadshop   🔥🔥BEST PRICES IN… https://t.co/UlzE0xTphG,2018-03-17 05:19:24,Vapors/ e-juice/ cigerattes/ hookahs/ tobacco water pipes/ cigars. your one stop for all your smoking needs. best prices in the town.,16,974877843032346626,"629 broadway st,cape girardeau",hypnotic smokeshop
119,None,83,['Juul'],http://pbs.twimg.com/profile_images/1029009205112524806/X9w6YSrZ_normal.jpg,en,1,False,2018-10-02 18:44:24,1047195610795917312,Statement from #Juul headquarters about the FDA inspection and document seizure today https://t.co/NU4ng5iCZP,2018-08-09 23:18:03,Content created and takes developed by a team of expert(?) analysts and credible sources. Big things always brewing #RideWithTheHeat,66,1027695532117045249,Western PA/Eastern OH,Heat Dropping
3854,None,2060,"['vaping', 'Juul']",http://pbs.twimg.com/profile_images/3071125391/ebfafe24a9eea9ae2b345bcf7811d90d_normal.jpeg,en,10,False,2018-10-03 00:49:26,1047287475432050688,"A @RANDCorporation study of 2,039 Californians aged 16-20 offered new evidence for concern about teenage #vaping. Says as teenagers who used e-cigarettes grew older, many began smoking traditional cigarettes. Part of #Juul raid story from @JanHoffmanNYT https://t.co/GFfrLkEOke",2007-04-17 13:06:32,"Spokesman @RANDCorporation. Outside the policy world follow Tar Heels, Gunners, Nats, 'Skins.",1902,4993981,Washington DC USA,Jeffrey Hiday
0,None,3031,"['FDA', 'Juul', 'Juul', 'FDA']",http://pbs.twimg.com/profile_images/1595409585/stormy-weather-300x209_normal.jpg,en,0,False,2018-10-02 17:32:38,1047177551448236032,"#FDA seizes marketing documents from e-cig maker #Juul: In it's latest move against e-cigarettes, the US Food and Drug Administration has seized ""thousands of pages of documents"" from e-cig maker #Juul. In a statement to CNBC, the #FDA said the action… https://t.co/8vbW5NI1LF",2011-10-19 00:28:20,"IT, SEO, Internet News (auch aus nichtdeutschen und nichtenglischen Blogs) auf deutsch.",2921,393735322,,No Name
102,None,81,['Juul'],http://pbs.twimg.com/profile_images/969263169096093696/9dfo0jud_normal.jpg,en,1,False,2018-10-02 16:10:04,1047156774560837632,Breaking: US Food and Drug Administration seizes 'more than a thousand pages' of documents in surprise inspection of e-cigarette maker #Juul https://t.co/vFz8QB654A,2018-02-05 20:52:48,TakeAPart is a global movement fighting for a tobacco-free future by standing against the tobacco industry as it targets the world’s most vulnerable people.,8424,960617223650979840,,TakeAPart
0,None,1240,"['juul', 'cigarette', 'ecigarette', 'teenage']",http://pbs.twimg.com/profile_images/557544206508367872/jME8tt7N_normal.jpeg,en,1,False,2018-10-01 17:31:43,1046814933520986114,This happens when you create a monster you cannot handle... #juul #cigarette #ecigarette #teenage https://t.co/GCiN9cxo6V,2015-01-13 18:14:59,Love smokers? #SmokersMatch lets you find people who like #smoking too. Love to share views from both sides of the argument on smoking issues.,2793,2976887722,,Smokers Match
1543,None,881,"['nicsalts', 'westomaha', 'nebraska', 'lincolnNE', 'councilbluffs', 'vapeomaha', 'nebraskanvapers', 'omahavapes', 'maliaobama', 'nicsaltjuice', 'pax', 'JUUL', 'cbdomaha', 'kratomomaha', 'harrysomaha', 'Omaha', 'TheGoodLife']",http://pbs.twimg.com/profile_images/937671186741264384/zdsFLHsg_normal.jpg,en,2,False,2018-10-02 12:29:15,1047101200787812352,For the month of October  25% to 50% off E Liquid #nicsalts #westomaha #nebraska #lincolnNE #councilbluffs #vapeomaha #nebraskanvapers #omahavapes #maliaobama #nicsaltjuice #pax #JUUL #cbdomaha #kratomomaha #harrysomaha - 238 N 114th St - #Omaha #TheGoodLife https://t.co/Gqskb9tNxh,2014-05-18 22:09:39,Omaha | Record Label https://t.co/Dl7nSj7gzj | Digital Music Home of @ILLCHILD402 |#EyesWideShut EP 📱🎧 Stream🌍 | YT📺 https://t.co/hZPeUzhzIC,2470,2505648596,"Omaha, NE",402 Music Recordings
806,None,850,"['ecigs', 'Juul']",http://pbs.twimg.com/profile_images/901821158130987009/yrpZtcoM_normal.jpg,en,1,False,2018-10-02 16:30:56,1047162022356504576,FDA seizes over a thousand documents from Juul HQ in San Fran. #ecigs #Juul https://t.co/r2x1fL22DI,2014-06-09 10:18:08,"Believes in food, words & Douglas Adams. Certified to drive in India and has a plethora of Other Such Accomplishments.   Reporter @Reuters | Writer | Chevener",285,2556580939,,Tamara Mathias
2374,None,1255,"['vaping', 'Juul']",http://pbs.twimg.com/profile_images/899688281406808065/0R4ySXjF_normal.jpg,en,10,False,2018-10-03 02:45:23,1047316655339008000,"A @RANDCorporation study of 2,039 Californians aged 16-20 offered new evidence for concern about teenage #vaping. Says as teenagers who used e-cigarettes grew older, many began smoking traditional cigarettes. Part of #Juul raid story from @JanHoffmanNYT https://t.co/GFfrLkEOke",2009-03-02 22:30:05,"RAND helps improve policy and decisionmaking through research and analysis. RAND is nonprofit, nonpartisan, and committed to the public interest.",163451,22545453,"Santa Monica, California",RAND Corporation
32,None,105,"['FDA', 'juul']",http://pbs.twimg.com/profile_images/1303374484/glinderk_2005_normal.jpg,en,0,False,2018-10-02 19:53:42,1047213051978498053,#FDA seizes thousands of documents from e-cigarette maker #juul - CNN https://t.co/BkFqWnKjgS,2011-04-07 16:39:41,"Silicon Valley pediatrician. Dad of 2 & husband of 1.  Professional actor. Tweetiatrician. Medical Improv coach. Love to play, esp. outside. Views my own",247,278618567,Palo Alto,Kellen Glinder
8844,None,100,"['Vape', 'Pods', 'CBD', 'hemp', 'juul']",http://pbs.twimg.com/profile_images/1018591819385356288/IzFq0gyy_normal.jpg,en,3,False,2018-10-01 20:19:24,1046857131809546242,"Have you checked out the new and improved Zilla CBD #Vape #Pods? These #CBD #hemp Pre-Filled pods are compatible with the #juul and come in three delicious flavors, Natural Hemp, Berry Wild Gelato, and Strawberry Creme Gelato! https://t.co/tEtA1opyX5 https://t.co/sTIKOs5I2u",2017-10-27 01:11:29,"Just a Texas girl living in a North Carolina world, dealing with #PCOS #Anxiety and #Infertility while hoping to raise the money for #IVF",303,923718761718386693,"Asheville, NC",Southern Spoonie
23,None,998,"['vaping', 'Juul']",http://pbs.twimg.com/profile_images/815675749147344896/hBNwNJfs_normal.jpg,en,10,False,2018-10-03 02:47:40,1047317228549369856,"A @RANDCorporation study of 2,039 Californians aged 16-20 offered new evidence for concern about teenage #vaping. Says as teenagers who used e-cigarettes grew older, many began smoking traditional cigarettes. Part of #Juul raid story from @JanHoffmanNYT https://t.co/GFfrLkEOke",2016-04-28 03:38:52,Public policy project focusing on issues related to alcohol and drug misuse and abuse. Curated by @crowrdream #FindHelpFindHope,796,725529688802623489,"Los Angeles, CA",FindHelp FindHope
1,None,352,"['juul', 'novaping', 'TNT', 'livetobaccofree']",http://pbs.twimg.com/profile_images/1411198946/TNT_Stacked_New_smaller_normal.jpg,en,0,False,2018-10-03 00:32:00,1047283086650695680,"""Advertising can bring the horse to water. The flavors will get them to drink. And the nicotine will keep them coming back for more,” a CDC official says.""  #juul #novaping #TNT #livetobaccofree https://t.co/Hnr4V31EHT",2010-02-09 22:27:24,"Reducing the burden and impact of tobacco use through education, action, and smoke-free initiatives in Collin, Dallas, Denton, Ellis, and Tarrant counties.",528,112849245,North Texas,TNT
